2,Wed Jun 12 00:35:08 2019,44.099285,4.243416,22.813133,32.187580,165,91,2.625237,23.296995,716.911133,603.723450,145.879089
3,Wed Jun 12 00:35:08 2019,9.294165,25.363598,13.667761,26.898752,162,167,1.778715,9.883570,928.105408,1030.984131,111.902679
2,Wed Jun 12 00:35:09 2019,27.321251,27.586443,79.397568,26.964134,162,145,2.659345,5.571081,985.422913,603.713562,80.661728
3,Wed Jun 12 00:35:09 2019,87.131798,13.189636,21.218052,42.215309,211,21,1.080505,19.369654,778.086426,522.810303,148.041199
2,Wed Jun 12 00:35:10 2019,52.810802,46.287167,76.673836,0.607282,199,105,1.592376,23.187300,1020.260010,345.264832,176.329346
3,Wed Jun 12 00:35:10 2019,19.984606,111.722893,72.458817,28.775679,188,90,2.696677,9.432607,618.305298,861.705627,147.258652
2,Wed Jun 12 00:35:11 2019,62.427273,38.050537,89.614204,36.093143,193,116,0.734210,39.173698,1105.424194,399.858734,144.016968
3,Wed Jun 12 00:35:11 2019,29.347635,75.749443,2.362700,31.978613,201,89,2.545865,29.463865,1196.695801,597.210632,155.937027
2,Wed Jun 12 00:35:12 2019,63.661213,49.389538,47.036087,34.736168,216,101,1.708577,21.339027,926.077576,382.050446,136.319031
3,Wed Jun 12 00:35:12 2019,73.266045,32.364872,52.189678,39.931694,137,157,3.950264,30.380819,827.734314,755.504089,176.185806
2,Wed Jun 12 00:35:13 2019,10.646056,44.220043,18.270941,20.539692,194,134,3.097112,22.232700,805.171997,579.754578,114.535896
3,Wed Jun 12 00:35:13 2019,15.077925,71.219162,35.989719,37.259464,180,97,-0.411111,33.233456,868.567444,761.911255,80.268188
2,Wed Jun 12 00:35:14 2019,77.862503,46.867283,54.862137,29.067432,163,153,1.701213,32.489521,902.998413,365.524261,147.328598
3,Wed Jun 12 00:35:14 2019,11.532601,41.667015,51.603703,19.317469,159,66,1.672865,22.260899,852.756836,926.357117,143.255188
2,Wed Jun 12 00:35:15 2019,73.053886,63.654404,92.097801,31.776972,180,95,2.235701,12.040362,838.845154,414.112030,156.614990
3,Wed Jun 12 00:35:15 2019,13.871849,54.335182,65.309692,40.827507,217,67,0.204749,21.909924,861.943115,664.604675,147.426971
2,Wed Jun 12 00:35:16 2019,14.807408,34.231686,134.449326,37.342537,167,88,2.706183,32.102707,878.151428,460.825684,160.573441
3,Wed Jun 12 00:35:16 2019,75.773941,27.845057,19.931316,33.046906,180,138,0.327360,15.274393,869.372314,361.104095,166.858582
2,Wed Jun 12 00:35:17 2019,77.130066,69.390388,85.526192,23.545013,192,92,0.773562,34.229156,698.960815,617.768433,100.264069
3,Wed Jun 12 00:35:17 2019,61.829918,72.587860,119.707993,24.175005,171,92,3.026116,7.978583,703.269287,761.454712,119.436989
2,Wed Jun 12 00:35:18 2019,13.018130,32.930943,70.895760,20.489943,179,107,4.402704,13.791121,820.983704,755.816528,102.085526
3,Wed Jun 12 00:35:18 2019,94.249893,72.133621,10.021335,39.602058,185,55,1.192691,9.050632,1055.734131,1109.868652,124.755127
2,Wed Jun 12 00:35:19 2019,39.479095,42.648861,38.558567,20.992954,169,26,2.812821,34.207844,905.478088,350.464722,137.329147
3,Wed Jun 12 00:35:19 2019,-0.938091,38.780701,44.877342,26.818214,154,104,3.238959,30.638956,806.725525,440.629913,115.302628
2,Wed Jun 12 00:35:20 2019,22.348211,14.387877,56.031593,35.775253,176,145,1.360871,32.596333,879.310486,157.139175,83.459412
3,Wed Jun 12 00:35:20 2019,58.744640,47.316750,35.183971,22.734739,189,181,3.460945,21.563707,773.275818,819.389893,179.553528
2,Wed Jun 12 00:35:21 2019,84.751526,49.887157,36.800808,47.822762,170,127,1.787337,26.311159,697.326599,620.856201,126.056877
3,Wed Jun 12 00:35:21 2019,17.562078,-0.627626,90.349464,28.479704,207,111,3.035429,23.425411,808.521851,984.802917,122.591911
2,Wed Jun 12 00:35:22 2019,56.056858,62.102108,98.225029,27.383299,168,193,3.870781,13.502362,969.824768,574.482361,177.335190
3,Wed Jun 12 00:35:22 2019,43.841690,41.196045,47.168060,31.001167,213,112,2.511893,20.936708,846.117859,834.499207,217.114334
2,Wed Jun 12 00:35:23 2019,85.234276,6.075846,56.768738,34.578838,170,60,2.028103,6.773945,1245.836304,277.476593,143.646210
3,Wed Jun 12 00:35:23 2019,40.266838,43.599373,89.470139,30.838999,176,62,1.362269,37.808128,659.976746,705.552551,140.088654
2,Wed Jun 12 00:35:24 2019,41.967819,23.322870,52.557755,23.453489,160,109,2.038463,25.712090,1018.362976,559.069031,146.028336
3,Wed Jun 12 00:35:24 2019,10.519224,22.695654,46.564678,30.134956,188,59,3.839933,26.828445,1096.254395,433.088837,129.701721
2,Wed Jun 12 00:35:25 2019,65.255669,24.582531,94.350235,17.181534,193,135,1.829909,8.785298,832.238403,395.858063,219.378784
3,Wed Jun 12 00:35:25 2019,63.710396,33.656689,-18.107647,23.431831,170,172,4.280898,13.338696,1029.049194,699.651428,96.673416
2,Wed Jun 12 00:35:26 2019,53.254990,82.196152,78.578087,43.881439,183,38,0.837822,25.037905,895.234192,676.392944,175.083344
3,Wed Jun 12 00:35:26 2019,107.255157,70.202324,70.632164,27.446157,195,152,1.718252,17.653248,793.702942,336.238281,110.266243
2,Wed Jun 12 00:35:27 2019,76.241936,0.065563,40.589367,30.912775,148,65,-0.520549,39.731182,1094.338257,446.200806,139.845245
3,Wed Jun 12 00:35:27 2019,25.220797,58.051086,77.193916,33.540829,122,59,1.590445,20.037682,998.615356,856.411255,146.951187
2,Wed Jun 12 00:35:28 2019,75.513916,67.073776,11.876555,35.308128,152,109,5.258980,16.343386,644.264038,1004.450989,123.055519
3,Wed Jun 12 00:35:28 2019,90.575439,57.728233,118.162483,18.356537,166,22,2.789147,36.215061,1024.952759,305.350128,134.367294
2,Wed Jun 12 00:35:29 2019,32.153587,35.481518,36.494881,30.792334,176,147,3.517894,42.529598,966.036682,529.106628,148.493912
